Time [s],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AXEarth [m/s2],AYEarth [m/s2],AZEarth [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
0,1000.1,7.75,999.52,8.23,1000.1,9.01,89.688,10.812,172.94,0.10956,-0.70111,-0.70416,-0.023743,19.875,-12.688,-2.5,0.39,-1.15,-10.74,-0.03,-0.14333,-0.22333,0,0,0,0
0.01,1000.1,7.75,999.02,8.23,1000.1,9.01,89.562,10.75,172.94,0.1095,-0.70013,-0.70514,-0.02356,19.875,-12.688,-2.5,0.39,-1.15,-9.42,0.042222,-0.21333,-0.28222,0,0,0,0
0.02,1000.1,7.75,999.52,8.23,1000.1,9.01,89.625,10.938,172.94,0.11066,-0.70026,-0.70483,-0.024658,19.875,-12.688,-2.5,1.33,-1.09,-9.66,-0.0011111,0.083056,0.053333,0,0,0,0
0.03,1000.1,7.75,999.32,8.23,1000,9.01,89.625,11,172.94,0.11102,-0.7005,-0.70453,-0.025024,19.875,-12.688,-2.5,2.87,-1.1,-9.44,-0.0044444,0.10889,0.071111,0,0,0,0
0.04,1000,7.75,999.12,8.23,1000.1,9.01,89.688,10.875,172.94,0.11035,-0.70068,-0.70447,-0.024292,20.562,-13.5,-3.5,1.59,-1.13,-9.57,0,0.050556,0.051111,0,0,0,0
0.051,1000.1,7.75,999.32,8.23,999.93,9.01,89.688,10.812,172.94,0.10992,-0.70087,-0.70441,-0.023865,20.562,-13.5,-3.5,1.24,-1.19,-9.54,-0.0011111,0.12222,0.035556,0,0,0,0
0.061,1000.1,7.75,999.02,8.23,1000,9.01,89.75,10.812,172.94,0.10968,-0.70142,-0.70392,-0.023621,20.562,-13.5,-3.5,-0.76,-1.45,-9.77,-0.017778,0.23111,0.16,0,0,0,0
0.071,1000,7.75,999.42,8.23,1000.1,9.01,89.875,10.625,172.94,0.1087,-0.70233,-0.70312,-0.022827,20.562,-13.5,-3.5,1.17,-0.82,-10.02,-0.044444,0.25556,0.26333,0,0,0,0
0.081,1000.1,7.75,998.72,8.23,1000.1,9.01,89.938,10.438,172.94,0.10754,-0.70251,-0.70319,-0.021484,20.562,-13.5,-3.5,4.16,-1.1,-8.72,0.015556,0.091944,0.05,0,0,0,0
0.092,1000,7.75,999.32,8.23,1000.1,9.01,89.875,10.25,172.88,0.10663,-0.70221,-0.70367,-0.020386,21.25,-14,0.1875,-0.59,-1,-10.2,0.034444,-0.078056,-0.095556,0,0,0,0
0.102,1000.1,7.75,999.32,8.23,1000,9.01,89.875,10.25,172.88,0.10663,-0.70233,-0.70349,-0.020386,21.25,-14,0.1875,0.45,-1.44,-9.58,-0.0044444,0.03125,0.041111,0,0,0,0
0.112,1000.1,7.75,999.22,8.23,1000,9.01,89.875,10.375,172.88,0.10712,-0.70251,-0.70325,-0.020874,21.25,-14,0.1875,2.68,-1.02,-9.44,-0.012222,0.049167,0.034444,0,0,0,0
0.123,1000,7.75,999.02,8.23,1000.1,9.01,89.938,10.312,172.88,0.10681,-0.70258,-0.70319,-0.02063,21.25,-14,0.1875,1.57,-1.24,-9.55,-0.0044444,0.01,0.024444,0,0,0,0
0.133,1000.1,7.75,998.92,8.23,1000.1,9.01,89.938,10.312,172.88,0.10681,-0.70258,-0.70319,-0.02063,21.25,-14,0.1875,1.6,-1.17,-9.58,-0.0022222,0.021389,0.016667,0,0,0,0
0.143,1000,7.75,999.22,8.23,1000,9.01,89.875,10.25,172.88,0.10669,-0.70251,-0.70331,-0.020508,22.188,-12.75,2.6875,1.94,-1.21,-9.44,0.0044444,-0.03,-0.026667,0,0,0,0
0.154,1000,7.75,999.12,8.23,1000.1,9.01,89.875,10.312,172.88,0.10687,-0.70245,-0.70331,-0.020691,22.188,-12.75,2.6875,1.59,-1.2,-9.56,0.0022222,-0.024444,-0.013333,0,0,0,0
0.164,1000,7.75,999.82,8.23,1000.1,9.01,89.875,10.312,172.88,0.10687,-0.70245,-0.70331,-0.020691,22.188,-12.75,2.6875,1.72,-1.16,-9.57,-0.0033333,0.0075,0.0033333,0,0,0,0
0.174,1000,7.75,999.42,8.23,1000,9.01,89.875,10.312,172.88,0.10687,-0.70245,-0.70331,-0.020691,22.188,-12.75,2.6875,1.67,-1.14,-9.56,-0.0022222,0.0022222,0.0077778,0,0,0,0
0.185,1000.1,7.75,999.52,8.23,1000,9.01,89.875,10.312,172.88,0.10687,-0.70245,-0.70331,-0.020691,22.188,-12.75,2.6875,1.64,-1.19,-9.55,0,0.0022222,0.0044444,0,0,0,0
0.195,1000.1,7.75,999.62,8.23,1000.1,9.01,89.875,10.312,172.88,0.10687,-0.70245,-0.70331,-0.020691,21.375,-12.562,5,1.65,-1.18,-9.57,0,0.00048828,0.0011111,0,0,0,0
0.206,1000.1,7.75,999.22,8.23,1000.1,9.01,89.875,10.312,172.88,0.10687,-0.70245,-0.70331,-0.020691,21.375,-12.562,5,1.63,-1.17,-9.58,-0.0022222,1.6196e-39,0,0,0,0,0
0.216,1000,7.75,999.12,8.23,1000.1,9.01,89.875,10.312,172.88,0.10681,-0.70245,-0.70337,-0.02063,21.375,-12.562,5,1.64,-1.18,-9.59,-0.0022222,-0.00048828,-0.0011111,0,0,0,0
0.227,999.99,7.75,999.32,8.23,1000.1,9.01,89.875,10.312,172.88,0.10681,-0.70245,-0.70337,-0.02063,21.375,-12.562,5,1.63,-1.19,-9.58,0.0011111,0.00048828,0.0011111,0,0,0,0
0.237,1000.1,7.75,998.72,8.23,1000.1,9.01,89.875,10.312,172.88,0.10681,-0.70245,-0.70337,-0.02063,21.375,-12.562,5,1.64,-1.15,-9.58,0,8.3068e-39,0,0,0,0,0
0.247,1000,7.75,999.32,8.23,1000.1,9.01,89.875,10.312,172.88,0.10681,-0.70245,-0.70337,-0.02063,21.75,-11.875,3.5625,1.64,-1.16,-9.55,-0.0011111,1.3375e-38,0,0,0,0,0
0.258,1000,7.75,999.22,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.02063,21.75,-11.875,3.5625,1.63,-1.18,-9.58,0.0011111,1.3375e-38,0,0,0,0,0
0.269,1000,7.75,999.12,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.875,3.5625,1.63,-1.18,-9.58,0.0011111,1.6196e-39,0,0,0,0,0
0.279,1000,7.75,999.42,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.875,3.5625,1.65,-1.18,-9.56,-0.0022222,0,0,0,0,0,0
0.289,1000,7.75,999.72,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.562,3.875,1.65,-1.18,-9.58,-0.0011111,0.00055556,0.0011111,0,0,0,0
0.299,1000,7.75,999.82,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.562,3.875,1.65,-1.17,-9.56,-0.0011111,-0.0011111,-0.0011111,0,0,0,0
0.309,1000,7.75,999.52,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.562,3.875,1.62,-1.16,-9.56,-0.0011111,-0.0044444,-0.0022222,0,0,0,0
0.32,1000,7.75,999.12,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.562,3.875,1.63,-1.19,-9.57,0.0022222,-0.0011111,-0.0011111,0,0,0,0
0.33,999.99,7.75,999.22,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.562,3.875,1.64,-1.18,-9.58,0.0044444,-0.00083333,-0.0011111,0,0,0,0
0.34,1000,7.75,999.32,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.66,-1.17,-9.58,0,0.0033333,0.0022222,0,0,0,0
0.35,1000,7.75,999.62,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.63,-1.18,-9.59,0,0.0011111,0.0011111,0,0,0,0
0.36,1000.1,7.75,999.52,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.64,-1.17,-9.59,-0.0011111,1.3375e-38,0,0,0,0,0
0.371,1000,7.75,999.82,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.63,-1.17,-9.58,-0.0011111,0.00048828,0.0011111,0,0,0,0
0.381,1000,7.75,999.32,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.62,-1.19,-9.57,-0.0011111,0.0044444,0.0022222,0,0,0,0
0.391,1000,7.75,999.12,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.64,-1.2,-9.58,-0.0011111,0.0044444,0.0022222,0,0,0,0
0.401,1000,7.75,998.82,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.62,-1.17,-9.55,-0.0033333,-0.0019531,-0.0033333,0,0,0,0
0.411,1000.1,7.75,999.02,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.65,-1.19,-9.59,-0.0011111,1.6196e-39,0,0,0,0,0
0.422,1000.1,7.75,999.52,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.63,-1.17,-9.6,-0.0011111,-0.0022222,-0.0022222,0,0,0,0
0.432,1000,7.75,1000.1,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.64,-1.18,-9.57,0,-0.0011111,-0.0011111,0,0,0,0
0.442,1000.1,7.75,999.12,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.875,4.1875,1.64,-1.18,-9.54,0,-0.00055556,-0.0011111,0,0,0,0
0.452,1000,7.75,999.32,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.875,4.1875,1.63,-1.18,-9.55,-0.0011111,0.00083333,0.0011111,0,0,0,0
0.462,1000,7.75,999.22,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.875,4.1875,1.63,-1.18,-9.59,0.0011111,0.0011111,0.0011111,0,0,0,0
0.473,1000,7.75,999.12,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.875,4.1875,1.66,-1.19,-9.57,0,-0.0044444,-0.0022222,0,0,0,0
0.483,1000.1,7.75,999.42,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.875,4.1875,1.63,-1.17,-9.56,-0.0011111,1.3375e-38,0,0,0,0,0
0.493,1000,7.75,999.92,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,3.875,1.63,-1.18,-9.57,-0.0011111,-0.0019531,-0.0022222,0,0,0,0
0.503,1000.1,7.75,999.02,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,3.875,1.65,-1.18,-9.59,0,0.0022222,0.0022222,0,0,0,0
0.513,1000,7.75,999.02,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,3.875,1.64,-1.18,-9.57,0.0011111,0,0,0,0,0,0
0.524,1000.1,7.75,998.92,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,3.875,1.66,-1.18,-9.56,-0.0022222,0.0019531,0.0022222,0,0,0,0
0.534,999.97,7.75,998.72,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,3.875,1.62,-1.19,-9.55,-0.0011111,0.00083333,0.0011111,0,0,0,0
0.544,1000,7.75,999.52,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.63,-1.18,-9.54,-0.0011111,1.3375e-38,0,0,0,0,0
0.554,1000.1,7.75,999.42,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.64,-1.18,-9.6,-0.0011111,1.3375e-38,0,0,0,0,0
0.565,1000,7.75,999.12,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.63,-1.18,-9.55,-0.0033333,1.3375e-38,0,0,0,0,0
0.575,1000,7.75,999.32,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.64,-1.19,-9.57,0.0022222,-0.0033333,-0.0022222,0,0,0,0
0.585,1000,7.75,999.42,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.63,-1.19,-9.56,0.0022222,0.00048828,0.0011111,0,0,0,0
0.596,1000,7.75,999.62,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.64,-1.19,-9.56,0.0011111,0,0,0,0,0,0
0.606,999.96,7.75,998.92,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.64,-1.19,-9.57,0.0022222,-0.0022222,-0.0022222,0,0,0,0
0.617,1000,7.75,999.12,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.63,-1.19,-9.61,0.0011111,0.0011111,0.0011111,0,0,0,0
0.627,1000,7.75,999.12,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.62,-1.19,-9.55,0.0011111,-0.0022222,-0.0022222,0,0,0,0
0.637,1000,7.75,999.42,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.63,-1.2,-9.56,-0.0011111,-0.0044444,-0.0022222,0,0,0,0
0.648,1000.1,7.75,999.12,8.23,999.98,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,4.25,1.64,-1.18,-9.54,0.0022222,1.3375e-38,0,0,0,0,0
0.658,1000,7.75,999.62,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,4.25,1.65,-1.18,-9.58,0.0022222,1.3375e-38,0,0,0,0,0
0.669,1000,7.75,999.02,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,4.25,1.65,-1.16,-9.59,-0.0033333,1.6196e-39,0,0,0,0,0
0.679,1000.1,7.75,999.22,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,4.25,1.64,-1.19,-9.58,0,1.6196e-39,0,0,0,0,0
0.69,1000,7.75,998.92,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,4.25,1.63,-1.18,-9.54,0.0011111,8.3068e-39,0,0,0,0,0
0.7,1000.1,7.75,999.22,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20,-13,5,1.63,-1.17,-9.54,-0.0011111,-0.00048828,-0.0011111,0,0,0,0
0.711,1000,7.75,999.12,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20,-13,5,1.64,-1.19,-9.56,-0.0011111,1.6196e-39,0,0,0,0,0
0.721,1000,7.75,999.42,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20,-13,5,1.65,-1.16,-9.58,0,-0.00048828,-0.0011111,0,0,0,0
0.731,1000,7.75,999.32,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20,-13,5,1.63,-1.17,-9.52,0.0011111,0.0011111,0.0011111,0,0,0,0
0.742,1000,7.75,999.42,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.188,4.5625,1.64,-1.17,-9.53,-0.0011111,-0.0019531,-0.0022222,0,0,0,0
0.752,1000,7.75,999.62,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.188,4.5625,1.64,-1.18,-9.56,0.0011111,0.0011111,0.0011111,0,0,0,0
0.762,1000,7.75,999.52,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.188,4.5625,1.63,-1.19,-9.58,-0.0011111,-0.0011111,-0.0011111,0,0,0,0
0.772,1000,7.75,999.12,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.188,4.5625,1.62,-1.18,-9.55,-0.0011111,0.0044444,0.0022222,0,0,0,0
0.782,1000,7.75,999.02,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.188,4.5625,1.63,-1.19,-9.57,-0.0022222,1.3375e-38,0,0,0,0,0
0.793,1000,7.75,999.82,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.62,-1.17,-9.55,0,1.6196e-39,0,0,0,0,0
0.803,1000,7.75,999.02,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.63,-1.19,-9.56,0.0011111,0.0011111,0.0011111,0,0,0,0
0.813,1000,7.75,999.42,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.62,-1.19,-9.57,0,0.00055556,0.0011111,0,0,0,0
0.823,999.99,7.75,999.42,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.66,-1.19,-9.55,-0.0033333,1.3375e-38,0,0,0,0,0
0.834,1000.1,7.75,999.32,8.23,1000.1,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.63,-1.17,-9.57,-0.0022222,-0.00048828,-0.0011111,0,0,0,0
0.949,1000.1,7.75,999.02,8.23,1000,9.01,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-12.562,3.875,1.63,-1.18,-9.55,-0.0011111,1.6196e-39,0,0,0,0,0
0.959,1000.1,7.75,998.52,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-11.875,4.5625,1.62,-1.18,-9.55,0.0022222,-0.0011111,-0.0011111,0,0,0,0
0.97,1000.1,7.75,999.22,8.23,1000.2,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-11.875,4.5625,1.63,-1.18,-9.58,0.0033333,-0.0033333,-0.0022222,0,0,0,0
0.98,1000.1,7.75,999.12,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-11.875,4.5625,1.63,-1.18,-9.58,0.0033333,1.3375e-38,0,0,0,0,0
0.99,1000.1,7.75,999.32,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-11.875,4.5625,1.65,-1.17,-9.56,0.0022222,0.0022222,0.0033333,0,0,0,0
1.001,1000.1,7.75,999.12,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.5625,1.62,-1.2,-9.55,0.0033333,-0.0019531,-0.0022222,0,0,0,0
1.011,1000.1,7.75,999.72,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.5625,1.63,-1.18,-9.56,0.0022222,0.00055556,0.0011111,0,0,0,0
1.022,1000.1,7.75,999.12,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.5625,1.63,-1.18,-9.58,0,-0.00055556,-0.0011111,0,0,0,0
1.032,1000.1,7.75,999.22,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.5625,1.65,-1.18,-9.54,0,0.0011111,0.0011111,0,0,0,0
1.043,1000.1,7.75,999.92,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13.25,4.5625,1.65,-1.18,-9.54,0,1.6196e-39,0,0,0,0,0
1.053,1000.1,7.75,999.22,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13.25,4.5625,1.63,-1.18,-9.57,0,8.3068e-39,0,0,0,0,0
1.063,1000.1,7.75,999.52,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13.25,4.5625,1.65,-1.18,-9.53,0,1.3375e-38,0,0,0,0,0
1.074,1000.1,7.75,998.92,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13.25,4.5625,1.61,-1.15,-9.57,-0.0011111,0.00048828,0.0011111,0,0,0,0
1.084,1000.1,7.75,998.72,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13.25,4.5625,1.62,-1.16,-9.56,0.0011111,0.0011111,0.0011111,0,0,0,0
1.094,1000.1,7.75,999.02,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.1875,1.63,-1.17,-9.55,0,1.3375e-38,0,0,0,0,0
1.104,1000.1,7.75,999.12,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.1875,1.63,-1.16,-9.58,-0.0011111,1.3375e-38,0,0,0,0,0
1.115,1000.1,7.75,999.22,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.1875,1.62,-1.16,-9.59,-0.0011111,1.3375e-38,0,0,0,0,0
1.125,1000.1,7.75,999.02,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.1875,1.63,-1.17,-9.57,0.0011111,-0.0011111,-0.0011111,0,0,0,0
1.135,1000.1,7.75,999.52,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.1875,1.64,-1.16,-9.55,0,1.3375e-38,0,0,0,0,0
1.145,1000.1,7.75,999.32,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,4.25,1.64,-1.19,-9.57,-0.0011111,0.00055556,0.0011111,0,0,0,0
1.155,1000.1,7.75,999.22,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,4.25,1.62,-1.18,-9.56,0,0.00083333,0.0011111,0,0,0,0
1.166,1000,7.75,998.92,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,4.25,1.63,-1.17,-9.57,0.0022222,0,0,0,0,0,0
1.176,1000,7.75,998.82,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,4.25,1.65,-1.19,-9.6,0.0011111,0.0019531,0.0022222,0,0,0,0
1.186,1000.1,7.75,998.72,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,4.25,1.65,-1.19,-9.55,0.0011111,-0.0022222,-0.0022222,0,0,0,0
1.196,1000,7.75,998.92,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.688,-13,3.875,1.64,-1.19,-9.56,-0.0011111,1.3375e-38,0,0,0,0,0
1.206,1000,7.75,999.02,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.688,-13,3.875,1.64,-1.14,-9.58,-0.0011111,1.3375e-38,0,0,0,0,0
1.217,1000,7.75,999.22,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.688,-13,3.875,1.64,-1.17,-9.6,-0.0011111,0.0022222,0.0022222,0,0,0,0
1.227,999.98,7.75,999.42,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.688,-13,3.875,1.65,-1.18,-9.58,0.0011111,0.0011111,0.0011111,0,0,0,0
1.237,1000,7.75,999.62,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.688,-13,3.875,1.62,-1.17,-9.55,0,0.0033333,0.0022222,0,0,0,0
1.247,1000.1,7.75,999.42,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.562,-13,3.5,1.63,-1.16,-9.56,0,-0.00055556,-0.0011111,0,0,0,0
1.257,1000,7.75,999.42,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.562,-13,3.5,1.65,-1.17,-9.55,0.0011111,0.0011111,0.0011111,0,0,0,0
1.268,1000.1,7.75,999.12,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.562,-13,3.5,1.63,-1.16,-9.56,0.0011111,0,0,0,0,0,0
1.278,1000,7.75,999.72,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.562,-13,3.5,1.63,-1.17,-9.54,0.0011111,0.0044444,0.0022222,0,0,0,0
1.288,1000,7.75,999.02,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.562,-13,3.5,1.63,-1.19,-9.54,0.0011111,1.3375e-38,0,0,0,0,0
1.298,1000.1,7.75,999.62,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-12.188,4.5625,1.65,-1.18,-9.56,0.0011111,0.0044444,0.0022222,0,0,0,0
1.309,1000.1,7.75,999.02,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-12.188,4.5625,1.63,-1.17,-9.58,0,1.6196e-39,0,0,0,0,0
1.319,1000.1,7.75,999.12,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-12.188,4.5625,1.65,-1.18,-9.6,0.0011111,0.0055556,0.0033333,0,0,0,0
1.329,1000,7.75,999.02,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-12.188,4.5625,1.64,-1.18,-9.56,0,1.3375e-38,0,0,0,0,0
