Time [s],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AXEarth [m/s2],AYEarth [m/s2],AZEarth [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
1.339,1000.1,7.75,999.92,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-12.188,4.5625,1.65,-1.16,-9.58,0,0.00083333,0.0011111,0,0,0,0
1.349,1000,7.75,999.02,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,3.875,1.66,-1.17,-9.58,0.0011111,0.0011111,0.0011111,0,0,0,0
1.36,1000,7.75,998.92,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,3.875,1.64,-1.18,-9.55,-0.0011111,-0.0011111,-0.0011111,0,0,0,0
1.37,1000.1,7.75,999.12,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,3.875,1.62,-1.17,-9.56,0,1.3375e-38,0,0,0,0,0
1.38,1000.1,7.75,999.62,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,3.875,1.63,-1.14,-9.57,-0.0011111,0.00083333,0.0011111,0,0,0,0
1.391,1000.1,7.75,999.12,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,3.875,1.62,-1.17,-9.57,0.0033333,1.6196e-39,0,0,0,0,0
1.401,1000,7.75,998.42,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-11.5,4.5625,1.63,-1.18,-9.56,0,0.0011111,0.0011111,0,0,0,0
1.412,1000.1,7.75,998.62,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-11.5,4.5625,1.65,-1.16,-9.59,0,-0.00055556,-0.0011111,0,0,0,0
1.422,1000,7.75,999.62,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-11.5,4.5625,1.64,-1.17,-9.6,0.0022222,-0.00048828,-0.0011111,0,0,0,0
1.432,999.97,7.75,999.32,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-11.5,4.5625,1.64,-1.16,-9.59,0.0022222,0.0044444,0.0022222,0,0,0,0
1.443,1000,7.75,999.52,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-11.5,4.5625,1.65,-1.17,-9.54,0.0011111,-0.00083333,-0.0011111,0,0,0,0
1.453,1000,7.75,999.82,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.562,-12.188,4.5625,1.63,-1.19,-9.56,0.0011111,1.6196e-39,0,0,0,0,0
1.464,1000.1,7.75,999.22,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.562,-12.188,4.5625,1.64,-1.18,-9.56,0.0011111,-0.00055556,-0.0011111,0,0,0,0
1.474,1000,7.75,999.42,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.562,-12.188,4.5625,1.62,-1.2,-9.58,0.0022222,-0.0044444,-0.0033333,0,0,0,0
1.485,1000.1,7.75,998.62,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.562,-12.188,4.5625,1.62,-1.17,-9.58,0.0011111,0.00048828,0.0011111,0,0,0,0
1.495,1000,7.75,998.92,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.375,-13,4.5625,1.63,-1.16,-9.55,-0.0011111,0,0,0,0,0,0
1.506,1000,7.75,999.62,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.375,-13,4.5625,1.62,-1.16,-9.53,-0.0011111,0.0011111,0.0011111,0,0,0,0
1.516,1000.1,7.75,999.42,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.375,-13,4.5625,1.65,-1.18,-9.56,0,-0.00048828,-0.0011111,0,0,0,0
1.526,1000,7.75,999.12,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.375,-13,4.5625,1.64,-1.19,-9.6,-0.0011111,-0.00083333,-0.0011111,0,0,0,0
1.537,1000.1,7.75,999.52,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.375,-13,4.5625,1.63,-1.17,-9.55,0.0011111,-0.0044444,-0.0022222,0,0,0,0
1.547,1000,7.75,999.22,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,3.5625,1.64,-1.17,-9.58,0.0011111,1.3375e-38,0,0,0,0,0
1.557,1000.1,7.75,999.32,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,3.5625,1.65,-1.16,-9.54,0.0022222,-0.0019531,-0.0022222,0,0,0,0
1.567,1000.1,7.75,998.92,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,3.5625,1.64,-1.18,-9.61,0.0022222,8.3068e-39,0,0,0,0,0
1.578,1000,7.75,999.62,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,3.5625,1.62,-1.17,-9.57,0.0011111,0.0011111,0.0011111,0,0,0,0
1.588,1000,7.75,999.42,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,3.5625,1.65,-1.16,-9.58,0,0.0044444,0.0022222,0,0,0,0
1.598,1000,7.75,999.12,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,3.875,1.63,-1.18,-9.56,0.0011111,1.3375e-38,0,0,0,0,0
1.608,999.99,7.75,999.02,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,3.875,1.63,-1.18,-9.58,0.0033333,0,0,0,0,0,0
1.618,1000,7.75,999.82,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,3.875,1.64,-1.17,-9.59,0.0022222,0.00048828,0.0011111,0,0,0,0
1.629,1000,7.75,999.42,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,3.875,1.61,-1.17,-9.59,0,-0.00048828,-0.0011111,0,0,0,0
1.639,1000,7.75,999.82,8.23,999.99,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13.25,3.875,1.62,-1.2,-9.57,0.0011111,0.0011111,0.0011111,0,0,0,0
1.649,1000,7.75,999.12,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.875,4.5625,1.63,-1.18,-9.56,-0.0011111,1.6196e-39,0,0,0,0,0
1.659,1000,7.75,999.12,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.875,4.5625,1.63,-1.18,-9.55,0.0011111,0.0011111,0.0011111,0,0,0,0
1.67,999.96,7.75,999.02,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.875,4.5625,1.62,-1.17,-9.59,0.0011111,0.00055556,0.0011111,0,0,0,0
1.68,1000,7.75,999.02,8.23,999.99,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.875,4.5625,1.63,-1.19,-9.59,0,0.0044444,0.0022222,0,0,0,0
1.69,1000,7.75,999.22,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.875,4.5625,1.64,-1.17,-9.57,0.0033333,-0.0019531,-0.0022222,0,0,0,0
1.7,1000,7.75,999.22,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.188,4.5625,1.62,-1.16,-9.53,0.0011111,1.6196e-39,0,0,0,0,0
1.71,1000.1,7.75,999.12,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.188,4.5625,1.63,-1.17,-9.56,0,0.0044444,0.0022222,0,0,0,0
1.72,1000,7.75,999.22,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.188,4.5625,1.65,-1.17,-9.57,0.0011111,0.00055556,0.0011111,0,0,0,0
1.731,1000.1,7.75,999.42,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.188,4.5625,1.63,-1.17,-9.55,0.0011111,-0.0022222,-0.0022222,0,0,0,0
1.741,1000,7.75,998.62,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.188,4.5625,1.64,-1.17,-9.58,0,1.3375e-38,0,0,0,0,0
1.751,1000,7.75,999.02,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,4.25,1.62,-1.17,-9.56,0.0033333,1.6196e-39,0,0,0,0,0
1.761,1000,7.75,999.12,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,4.25,1.65,-1.18,-9.55,0.0011111,0.0011111,0.0011111,0,0,0,0
1.772,1000.1,7.75,999.92,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,4.25,1.65,-1.16,-9.56,-0.0011111,1.3375e-38,0,0,0,0,0
1.782,1000,7.75,999.02,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,4.25,1.66,-1.16,-9.58,0,0.00055556,0.0011111,0,0,0,0
1.799,1000.1,7.75,998.82,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.562,4.25,1.62,-1.15,-9.58,0.0033333,1.3375e-38,0,0,0,0,0
1.809,1000.1,7.75,999.22,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.5,3.875,1.66,-1.18,-9.58,0.0011111,0,0,0,0,0,0
1.82,1000,7.75,998.92,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.5,3.875,1.64,-1.18,-9.59,-0.0011111,0,0,0,0,0,0
1.83,1000.1,7.75,999.52,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.5,3.875,1.64,-1.18,-9.57,0,0.00083333,0.0011111,0,0,0,0
1.84,999.97,7.75,998.92,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.5,3.875,1.63,-1.21,-9.6,0.0022222,1.6196e-39,0,0,0,0,0
1.85,1000,7.75,999.22,8.23,999.99,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.562,4.5625,1.64,-1.19,-9.57,0,-0.0011111,-0.0011111,0,0,0,0
1.861,1000,7.75,999.22,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.562,4.5625,1.64,-1.17,-9.57,0.0011111,1.3375e-38,0,0,0,0,0
1.871,1000.1,7.75,999.62,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.562,4.5625,1.63,-1.18,-9.56,0.0022222,0.0011111,0.0011111,0,0,0,0
1.881,1000,7.75,999.12,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.562,4.5625,1.62,-1.17,-9.59,0,0.0044444,0.0022222,0,0,0,0
1.891,1000,7.75,998.82,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.562,4.5625,1.62,-1.17,-9.58,0.0033333,1.3375e-38,0,0,0,0,0
1.901,1000,7.75,999.22,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.64,-1.18,-9.58,-0.0011111,1.3375e-38,0,0,0,0,0
1.912,1000,7.75,999.42,8.23,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.63,-1.18,-9.57,0,1.6196e-39,0,0,0,0,0
1.922,1000,7.76,999.12,8.23,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.62,-1.15,-9.59,-0.0011111,0.0019531,0.0022222,0,0,0,0
1.932,1000.1,7.76,999.12,8.24,999.99,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.64,-1.18,-9.58,0,1.3375e-38,0,0,0,0,0
1.942,1000.1,7.76,998.82,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,3.875,1.62,-1.18,-9.54,0.0011111,1.3375e-38,0,0,0,0,0
1.953,1000.1,7.76,999.22,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.64,-1.18,-9.56,0.0022222,1.3375e-38,0,0,0,0,0
1.963,1000.1,7.76,998.72,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.62,-1.16,-9.55,0,1.3375e-38,0,0,0,0,0
1.973,1000.1,7.76,998.82,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.63,-1.18,-9.57,-0.0033333,1.3375e-38,0,0,0,0,0
1.983,1000.1,7.76,998.92,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.63,-1.17,-9.57,0,0.00083333,0.0011111,0,0,0,0
1.994,1000.1,7.76,999.32,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,3.875,1.64,-1.17,-9.55,-0.0011111,0.0044444,0.0022222,0,0,0,0
2.004,1000.1,7.76,999.12,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.688,-11.5,4.5625,1.64,-1.19,-9.57,0,0.0044444,0.0022222,0,0,0,0
2.014,1000.1,7.76,999.02,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.688,-11.5,4.5625,1.64,-1.16,-9.56,0.0022222,-0.0011111,-0.0011111,0,0,0,0
2.025,1000.1,7.76,999.12,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.688,-11.5,4.5625,1.63,-1.17,-9.58,0,0.00048828,0.0011111,0,0,0,0
2.035,1000.1,7.76,999.32,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.688,-11.5,4.5625,1.63,-1.18,-9.55,-0.0011111,0.0011111,0.0011111,0,0,0,0
2.045,1000.1,7.76,998.82,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,20.688,-11.5,4.5625,1.65,-1.16,-9.57,0,1.3375e-38,0,0,0,0,0
2.056,1000.1,7.76,999.42,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.5625,1.63,-1.15,-9.54,-0.0033333,-0.0044444,-0.0022222,0,0,0,0
2.066,1000.1,7.76,998.92,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.5625,1.64,-1.16,-9.56,-0.0011111,-0.00048828,-0.0011111,0,0,0,0
2.077,1000.1,7.76,998.72,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.5625,1.62,-1.19,-9.58,0,-0.00048828,-0.0011111,0,0,0,0
2.087,1000,7.76,998.92,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.5625,1.61,-1.18,-9.58,-0.0011111,0.0011111,0.0011111,0,0,0,0
2.097,1000.1,7.76,999.12,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.5625,1.64,-1.18,-9.55,0.0011111,0.00055556,0.0011111,0,0,0,0
2.108,1000.2,7.76,998.82,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13,4.5625,1.63,-1.19,-9.57,0.0011111,-0.0019531,-0.0033333,0,0,0,0
2.118,1000,7.76,999.62,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13,4.5625,1.64,-1.18,-9.59,0,0.0022222,0.0022222,0,0,0,0
2.129,1000.1,7.76,999.12,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13,4.5625,1.61,-1.17,-9.56,-0.0022222,0.00083333,0.0011111,0,0,0,0
2.139,1000.1,7.76,998.72,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-13,4.5625,1.64,-1.18,-9.54,-0.0033333,0.00083333,0.0011111,0,0,0,0
2.15,1000.1,7.76,998.82,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-13.25,5.5625,1.64,-1.18,-9.57,0,-0.0019531,-0.0022222,0,0,0,0
2.16,1000,7.76,999.02,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-13.25,5.5625,1.65,-1.17,-9.57,0,-0.0011111,-0.0011111,0,0,0,0
2.17,1000.1,7.76,998.82,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-13.25,5.5625,1.62,-1.17,-9.58,0.0022222,-0.0022222,-0.0033333,0,0,0,0
2.181,1000,7.76,998.32,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-13.25,5.5625,1.65,-1.17,-9.57,-0.0011111,1.6196e-39,0,0,0,0,0
2.191,1000.1,7.76,999.42,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-13.25,5.5625,1.64,-1.17,-9.57,-0.0022222,0,0,0,0,0,0
2.201,1000.1,7.76,998.82,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.875,4.5625,1.63,-1.19,-9.55,0,0.00055556,0.0011111,0,0,0,0
2.211,1000.1,7.76,999.22,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.875,4.5625,1.63,-1.18,-9.59,-0.0011111,-0.0044444,-0.0022222,0,0,0,0
2.221,1000.1,7.76,999.02,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.875,4.5625,1.65,-1.19,-9.57,0.0022222,1.6196e-39,0,0,0,0,0
2.232,1000.1,7.76,999.02,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.875,4.5625,1.64,-1.19,-9.57,0.0011111,-0.0019531,-0.0022222,0,0,0,0
2.242,1000,7.76,999.02,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,22.188,-11.875,4.5625,1.63,-1.19,-9.54,0,-0.00055556,-0.0011111,0,0,0,0
2.252,1000,7.76,999.62,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.062,3.875,1.62,-1.18,-9.57,0,0.00048828,0.0011111,0,0,0,0
2.262,1000.1,7.76,999.02,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.062,3.875,1.64,-1.2,-9.56,0.0011111,1.3375e-38,0,0,0,0,0
2.273,1000.1,7.76,1000,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.062,3.875,1.64,-1.18,-9.58,0,-0.00083333,-0.0011111,0,0,0,0
2.283,1000.1,7.76,998.82,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.062,3.875,1.62,-1.18,-9.55,0,-0.00048828,-0.0011111,0,0,0,0
2.293,1000,7.76,999.82,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-11.062,3.875,1.63,-1.19,-9.59,-0.0022222,-0.00083333,-0.0011111,0,0,0,0
2.303,1000,7.76,999.42,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.562,3.5,1.63,-1.17,-9.56,0.0011111,-0.0044444,-0.0022222,0,0,0,0
2.313,1000.1,7.76,999.12,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.562,3.5,1.63,-1.18,-9.55,0.0011111,-0.00048828,-0.0011111,0,0,0,0
2.324,1000,7.76,999.32,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.562,3.5,1.66,-1.19,-9.57,0,0.0011111,0.0011111,0,0,0,0
2.334,1000.1,7.76,999.52,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.562,3.5,1.63,-1.17,-9.57,0.0011111,0.0011111,0.0011111,0,0,0,0
2.344,1000,7.76,999.02,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.562,3.5,1.65,-1.17,-9.58,-0.0022222,-0.00055556,-0.0011111,0,0,0,0
2.354,1000,7.76,999.22,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,4.1875,1.63,-1.19,-9.59,0,1.3375e-38,0,0,0,0,0
2.364,1000,7.76,999.32,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,4.1875,1.65,-1.18,-9.56,0,1.3375e-38,0,0,0,0,0
2.375,1000.1,7.76,999.12,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,4.1875,1.64,-1.17,-9.57,0,0.0044444,0.0022222,0,0,0,0
2.385,1000.1,7.76,998.82,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,4.1875,1.63,-1.18,-9.58,0,1.6196e-39,0,0,0,0,0
2.395,1000,7.76,999.02,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-12.188,4.1875,1.62,-1.16,-9.58,-0.0011111,0.0011111,0.0011111,0,0,0,0
2.405,1000.1,7.76,999.52,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-13.25,3.5,1.62,-1.2,-9.55,-0.0033333,8.3068e-39,0,0,0,0,0
2.415,1000.1,7.76,998.82,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-13.25,3.5,1.64,-1.15,-9.59,-0.0011111,-0.00055556,-0.0011111,0,0,0,0
2.426,1000,7.76,999.42,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-13.25,3.5,1.64,-1.17,-9.6,0.0022222,0.0011111,0.0011111,0,0,0,0
2.436,1000,7.76,999.02,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-13.25,3.5,1.65,-1.19,-9.57,0.0011111,-0.00083333,-0.0011111,0,0,0,0
2.446,1000,7.76,998.92,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-13.25,3.5,1.6,-1.16,-9.54,0.0022222,0.0044444,0.0022222,0,0,0,0
2.456,1000,7.76,999.02,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.562,4.5625,1.64,-1.18,-9.55,0.0011111,-0.0019531,-0.0022222,0,0,0,0
2.467,1000,7.76,998.92,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.562,4.5625,1.6,-1.19,-9.55,0,0.00055556,0.0011111,0,0,0,0
2.477,1000,7.76,998.92,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.562,4.5625,1.64,-1.17,-9.6,0,-0.0022222,-0.0022222,0,0,0,0
2.487,1000,7.76,999.12,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.562,4.5625,1.64,-1.17,-9.55,0.0022222,-0.0011111,-0.0011111,0,0,0,0
2.498,1000.1,7.76,999.52,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.062,-12.562,4.5625,1.64,-1.19,-9.57,0.0011111,1.3375e-38,0,0,0,0,0
2.508,1000,7.76,999.02,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,4.1875,1.64,-1.18,-9.54,-0.0033333,0.0044444,0.0022222,0,0,0,0
2.519,1000.1,7.76,999.22,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,4.1875,1.65,-1.18,-9.53,0.0011111,0.00083333,0.0011111,0,0,0,0
2.529,1000,7.76,998.92,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,4.1875,1.63,-1.19,-9.6,-0.0022222,1.3375e-38,0,0,0,0,0
2.539,1000.1,7.76,999.12,8.24,1000.1,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,4.1875,1.63,-1.18,-9.58,-0.0011111,-0.00055556,-0.0011111,0,0,0,0
2.55,1000.1,7.76,999.32,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.375,-12.188,4.1875,1.62,-1.17,-9.54,-0.0011111,0.0022222,0.0022222,0,0,0,0
2.56,1000.1,7.76,998.92,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.1875,1.61,-1.16,-9.56,-0.0022222,1.3375e-38,0,0,0,0,0
2.571,1000.1,7.76,999.32,8.24,1000,9.02,89.875,10.312,172.88,0.10675,-0.70251,-0.70337,-0.020569,21.75,-13,4.1875,1.63,-1.16,-9.56,-0.0011111,-0.00055556,-0.0011111,0,0,0,0
